ident,title,description,question,annotation_score,annotation_category
B0045EOZRG,Best Selling Leather Storage Ottoman with Tufted Top,The Leather Storage Ottoman features a tufted top and pillow soft cushioning. Its hidden interior storage space makes it functional without interfering with its stylish appeal.,what color?,-5,g
B005VGJ5M2,"White, Water Repellent Fabric Shower Curtain Liner By Carnation, 70&quot; x 78&quot;","Protect your favorite shower curtain with our Extra Long (70'' x 78'') White Fabric Liner-perfect for shorter bathtubs. This machine-washable, 100% polyester liner is water repellant, protecting your fabric shower curtain from water damage without using vinyl. With a weighted hem to hold it in place, this liner would serve nicely as a standalone shower curtain.",is the width 70 in and the height 78?,-5,g
B001AZMPTS,US Acrylic 3511 Faceted Luncheon Napkin Holder,This cocktail napkin holder is made of safe and clear acrylic. Holds napkins gently. Classic and attractive shape.,does this fit bounty napkins?,4,s
B007J0EAD2,"TMS Valencia Baker's Rack, Black",Update the look of your kitchen with this stylish versatile designed Baker's Rack. The Baker's Rack offers four shelfs for you to dress up with your kitchen items and a wine bottle shelf. Constructed of engineered wood and metal. The measurements are 16.5-inch deep by 25-inch wide by 66-inch high. Requires some assembly.,how far above the floor is the bottom shelf?,4,s
B002N0OFTC,Heavy Duty Salesman's Rack - Collapsible Garment Rack - Round Tubing /Chrome,"Made of 1"" round tubing. 48"" hangrail with two 12"" pull-out rods. Height is adjustable at 55"", 60"" and 65"". Has 4"" ball bearing casters. Includes clips for hangrail storage and protective rubber bumpers. Collapsible.",is this product ready assembled?,-5,g
B001K40IOS,"Libbey 6.25-Ounce Small Bowls with Plastic Lids, 16-Piece Set","Contemporary styling and design make these glass mini bowls great for the kitchen as well as the table. Each bowl holds 6.25 ounces and comes with a plastic lid. They are excellent for sauces, condiments, puddings or as prep bowls in the kitchen. Good for portion control as well. Glass is dishwasher, microwave, and freezer safe. Lids should be hand washed and not be put in the microwave.",are the lids lead proof for liquid?,2,g
B0012ZNKSQ,Wooden Rectangular End Table with File Cabinet,"With a warm and inviting rustic design, the ""Woodboro"" accent table takes a unique style and beautifully creates furniture that is sure to enhance any living room decor. Capturing the comfortable atmosphere perfect for any home environment, the rich oak veneer is bathed in a dark brown wood finish beautifully complementing the dark bronze color finish of the metal hardware. With beautifully framed drawers and ample storage and features throughout this collection, these tables are as functional as they are stylish. Matching sofa and coffee table available separately.",how do you get to the power cord?,-5,g
B000LRFG60,"Whitmor 6070-322 Supreme 4-Tier Shelving Unit, Black","Black steel 4 tier shelving unit. Ventilated shelves adjust at one Inch increments. Shelves will hold 350-Pounds, it is great for office, Garage, entertainment, kitchen. Unit measures 14-Inch by 36-Inch by 54-Inch.",black - is it painted?,1,g
B0029LHIKS,"Carnation Home Fashions Super Clear 10-Gauge Anti Mildew Extra Long Vinyl Shower Curtain Liner, Size: 72&quot; X 84&quot;","Super clear 10-gauge anti mildew vinyl shower curtain liner, Extra long. size 72-inch wide by 84-inch long.",does this have suction cubs along the side edges?,-5,s
B0016ALHUK,Walter E Clark 36-Inch Vinyl Tree Wrap 00436,"Helps To Protect Trees From: Sunscald, Severe frost, Rodents, Windburn  Lawn trimmers. Preserves moisture content of bark. Prevents excessive dripping.",i have a tree that is 18 inches around and 54 inches tall i need to protect from the sun will these work if so how many would i need?,4,s
B005KPGNRE,"Arc International Luminarc Meridien Cooler, 16-Ounce, Set of 6","Luminarc is the oldest brand currently sold by Arc, launched in 1948. Arc International is a French manufacturer and distributor of household goods. The company was established in Arques, Pas-de-Calais, where it is still headquartered, as a glass-making firm under the name Verrerie des Sept Ecluses in 1825.",what is the diameter of the glass?,2,g
B007P6SAZ4,"BIG BOSS 1300-Watt Oil-Less Fryer, 16-Quart","The Big Boss 1300-Watt Oil-Less Fryer allows you to make heart-healthy meals without the added calories that come with using a traditional deep fryer. The fryer's efficient design heats food quickly while retaining flavor and moisture. Suitable for cooking a range of meat, poultry, vegetables, and desserts, this versatile tabletop cooker comes in handy for any meal. Its two-tray design lets it cook multiple foods simultaneously, adding a dose of convenience to meal preparation.",what is the basket made of?,2,g
B004ZNH14G,Sonax SQ-1000 Queen Size Bed Slats,"Thirteen queen size bed slats for queen size beds, held together with nylon strapping Made of real wood in North America",how much of a gap is there between each slat?,4,s
B004HV1PDO,StufZ Burger Press,"With the StufZ Ultimate Stuffed Burger Maker you can create the perfect stuffed hamburger. Start with your favorite ground meat whether beef, turkey, chicken or pork and then add your favorite ingredients to make the perfect stuffed burger. A Stufz made burger keeps all of the tasty goodness sealed inside. The even thickness ensures that your stuffed burger is cooked to perfection! Be the envy of your neighbors and fellow tailgaters at the next event!",is it madein china?,1,g
B001QD7VP2,Organize It All Over The Door 4-Basket Unit With Hooks (17714),Basics collection over the door 4 tier basket storage unit.,does it fit over wide doors?,-5,s
B002HIL3BS,American Denim Duvet Cover Size: Twin,"09009500067KM Size: Twin Features: -American Denim Duvet Cover.-Duvet cover with 8 buttons at closing.-100pct Cotton denim.-Double stitched, knife edge. Collection: -Karin Maki collection.",do you have eurosham to match this exactly,4,s
B001BU1E5S,"Harwick Black Credenza Sideboard Buffet Table 35&quot;H x 60&quot;W x 16&quot;D, 60&quot;W, BLACK","The 4+2 Buffet from our Harwick Collection will add storage and style to your kitchen and dining room furniture. Its ample storage space can be used for flatware, dishes or even table linens. Two wide drawers sit above four doors that open on two shelves. The distressed finish features subtle red highlights. Select areas with clusters of small indentations add to the rustic charm. Distressed finish. Faux aging techniques finish the look. Two doors and four drawers. Actual size is 60""W",is the back finished so that in can be exposed?,4,s
B0056F25AW,Set of 2 Adjustable Bar Stools in Black Finish,"Dimension: 19&quot;L x 16.25&quot;W x 36.25&quot;H-41.5&quot;HSeat Height: 29&quot;H-34.25&quot;HSeat Depth: 16&quot;Finish: Black, ChromeMaterial: Metal, LeatheretteSet of 2 Adjustable Bar Stools in Black FinishA stylish look for get-togethers and sleek dining, choose these black bar stools for your space.The chrome finished metal pedestal base with footrest adjusts the seat height. In all, the height of the stool adjusts from 36.25&quot; to 41.50&quot; inches high.Black cushion seat makes these barstools comfortable and visually appealing accent at a bar counter or with the chrome finish base bar table.Matching bar table is available separately.Assembly required.",need 24 height - is this the right stool,4,s
B0031EJBI4,Revel Tortilla Roti Flat Bread Maker with 110-volt Temperature Control,"Revel CTM-680 Tortilla Roti Flat Bread Maker Ergonomically designed, durable Press Handler 1000 watts WITH TEMPERATURE CONTROL 110 volts. Easy Clean Chrome Finish Body. Built-in Cord Storage. Ergonomically designed, durable Press Handler. Auto On/Off Ready Light. Compact Stand-up Storage. Engineered for Uniform Tortilla. Better Quality. Non-stick Surface and evenly heated, top and bottom plates. Recipe Included.",is there any warranty on this product?,1,g
B005OYC4RE,Registry Row Collection Side Table (Amber Pine) (36.024&quot;H x 22.992&quot;W x 19.449&quot;D),"The Registry Row Collection Side Table by Sauder features cord access in the back panel, so you can even use it as a stereo stand!&nbsp; Constructed from a combination of high quality hard wood and soft wood materials, this occasional table comes in a rustic Amber Pine finish with wrought iron style hardware.&nbsp; It features an open shelf for display and an adjustable shelf behind the cabinet door.&nbsp; And, it's made in the USA! Assembly level/degree of difficulty: Easy. Made in America",how many pounds does this stand hold,-5,s
B006QMTUPC,4 Gauge Clear Vinyl 54&quot; x 150' Roll,"Super Class Double Polished Vinyl ""Window Clear.""

4 Gauge - 54"" Wide X 50 Yards long(150 feet)

Uses include table covers, storm windows and doors, crafts, insulation, wind and vapor barriers, car and boat windows, sheeting, tarps, upholstery, slipcovers, and all types of covers.

Resists cold and hot temperatures, water, stains, and more.

Use to cover your cloth tablecloths",can i used it on the roof of my screen porch ?,-5,g
B0051PD4FW,"Coaster Walter Casual Dual Reclining Sofa, Brown Bonded Leather","This dual reclining sofa and love seat have the look of leather but is covered in easy care bonded leather. The ultra comfortable seating, with the overstuffed padded arms and seat cushions creates a casual and comfortable look. Matching rocker recliner also available.",what are the dimensions of the couch?,2,g
B0035L4ZSO,"OFC Express TV Stand 42 x 14 x 5.25, Black","OFC Express manufactures a wide variety of high-quality, modish furniture and accessories for the consumer electronics enthusiast. OFC Express TV Stand raises TV to comfortable viewing height and provides space for VCR or DVD player, video game console, or satellite receiver. Space saving design uses full 3/4inch material and utilizes high-strength metal inserts for easy assembly. Unit is manufactured in the USA.",what is the exact size of the opening in each side of the tv stand?,2,g
B0000V6Z12,Genuine Electrolux Anti-Allergy s-bag EL202F - 4 bags,"The deep cleaning S-Bag Clinic bags fit Electrolux Harmony, Oxygen, and Oxygen 3 canister vacuums. Of great benefit to allergy and asthma sufferers, the Clinics trap 99.5% of pollen and bacteria through a high-tech, three-layer filtration system. And, a sliding cardboard closure keeps dust and dirt trapped inside when the bag is removed, leaving a just-vacuumed room absolutely clean. This box contains four disposable vacuum bags.--Ann Bieri",does this fit for vaccum model el7062 type a?,4,s
