ident,title,description,question,annotation_score,annotation_category
B000N6QRO4,"Better Houseware 2406 Magnetic Paper Towel Holder, Stainless","Easy to attach and so handy at the side of your oven, fridge, BBQ grill, file cabinet, steel door, dryer&#x2026; Might strong magnets hold this stainless steel paper towel holder securely in place. Rubber feet helps prevent scratching the surface.",can the open end be on the left or the right?,-5,s
B001LUSG2C,TechCraft SWH4024B 40-Inch High Multimedia Tower - Black,40 Inches High Black Audio Side- Rack for your components and other curios,is it made of wood or veneer,2,g
B0031DLJ62,Waring Commercial WCT702 Light Duty Chrome Plated Steel Toaster with 2 Slots,"This bread toaster is constructed of durable chrome plated steel. Includes 2 extra-wide 1-3/8-inch slots. Features self-centering bread rack for thinnest sliced breads. Great for bagels and thickly sliced bread. Also features easy touch control and LED indicators: Defrost, Reheat and Cancel. It has rotary dial browning level control and quick clean pull out crumb tray. Available in mirror finish. It has 120-volts, 15-amps and 1800 watts power rating. Approved by UL, CUL, NSF certification. Comes with limited one year warranty. Measures 8-3/4-inch height by 8-1/4-inch width by 13-1/2-inch depth.",does this toaster have a bagel setting?,4,s
B0019N4ZHQ,"Blue steel crepe pan, 9-1/2 Inches","De Buyer Pancake / Crepe  Pan, Blue Steel, 24 cm","it says to boil potato peels, how do you do this with such low sides?",-5,s
B000UBE99C,24&quot; Long High Heat Resistant Oven Mitt,24 Long Covers Entire Arm Trade marked High Heat Pyro Shield Quilted for durability Loop for Hanging,can they be washed in a washing machine and dried in a dryer?,-5,g
B0042ZB288,"Maytex Mills Metal Double Glide Shower Ring, Chrome",Very cool double glide hook that hangs the shower curtain and liner separately on different sides of the hook. The balls glide easily over the shower rod and is rust resistant. Avaiilable in several finishes.,do these have a tendency to pop off and are there balance issues with liner,4,s
B0084RXWLA,B&amp;E BELR-0509W Heavy Duty Drying Rack - White,B&E; Home Essential is committed to bringing better living to your everyday life. Our products are designed with end users in mind and tailored in every way to create the style and functionality you deserve.,"will the side ""wings"" elevate any for longer garments to dry?",4,s
B000BPUXAQ,"Bormioli Rocco Verdi Cappuccino Cup with Stainless Steel Handle, Set of 4, Gift Boxed",Stainless Steel combined with glass in a contemporary style coffee series.,microwavable?,2,g
B0023TOLUQ,"Durable Deluxe Insulated Lunch Cooler Bag (Many Colors and Size Available) (12&quot;x10&quot;x8 1/2&quot;, Royal Blue)",Bring the cool with you wherever you go with this insulated handy soft cooler. It's durable and waterproof outside and inside with a center that's insulated to keep food and beverages cold.,what are the interior dimensions of the 12x10x8.5 and 13.5x10x10 bags?,4,s
B000U96FA0,Lasko 5365 Ceramic Pedestal Heater with Remote Control,"Lasko's #5365 30"" Digital Space-Saving Ceramic Pedestal Heater with multi-function Remote Control offers 1500 watts of comfort.",odor?,-5,g
B004PEIZD6,"simplehuman Odorsorb Filters for the Compost Pail, 2-Pack",These simplehuman charcoal odorsorb(TM) filters fit neatly into the lid of your simplehuman compost pail to absorb compost odors naturally. Includes 2 filters.,what is the diameter?,-5,g
B00489J2M6,Large Dishwasher Cover in Black,10001 Features: -Dishwasher cover.-Materials: Magnet.-Easy to install and clean. Color/Finish: -Black color. Dimensions: -Overall dimensions: 26'' H x 23.5'' W.,could it be used on an oven door?,4,s
B008F8TG7W,"Emeril by All-Clad E871SC64 Hard Anodized Nonstick Scratch Resistant Cookware Set, 12-Piece, Black","Hard Anodized Cookware is the best choice for durability, practicality and low maintenance. Emeril Hard Anodized Cookware Collection features a superior nonstick interior for unsurpassed durability and easy clean up. You'll develop a soft spot for how it looks and cooks. The 12 piece set includes a selection of all the key pieces you need to cook delicious gourmet style meals every day for a lifetime.",can these pots be used on induction stove?,3,s
B001LUNDJS,TechCraft SWH4024 40-Inch High Multimedia Tower - Walnut,40 Inches High Walnut wood veneer finish Audio Side- Rack for your components and other curios,how many inches from the flor to the bottom of the cabinet?,3,s
B002TWBSVW,"Rubbermaid Evolution Sink Mat, Small, White (FG1G1706WHT)","The Rubbermaid 1G1706WHT Evolution Small Sink Mat, White, is part of Rubbermaid's new line of sinkware products complete with Microban antimicrobial protection. Made to safely inhibits the growth of damaging microbes for the life of the product, this mat is now available in on-trend colors to match any kitchen. Designed with optimal functionality in mind, transform the kitchen sink into a clean, organized work space. The Rubbermaid Evolution Small Sink Mat cushions breakable items in the sink and features raised feet, so your sink stays clean and dry underneath.",how many in a package?,-5,g
B00840R7VS,Easy Pack 8 pc Popsicle Maker,Great popsicle maker for the kids. Mix your favorite flavor and than enjoy your popsicle as soon as it freezes.,how many ounces of juice dose each popsicle compartment hold?,-5,s
B002HIBS90,American Denim Duvet Cover Size: California King,"09009500065KM Size: California King Features: -American Denim Duvet Cover.-Duvet cover with 8 buttons at closing.-100pct Cotton denim.-Double stitched, knife edge. Collection: -Karin Maki collection.","do i understand correctly, there is not denim on both sides of the duvet cover, preventing you from flipping and using both sides up?",4,s
B0000DDVMQ,Norpro 1951 &quot;The Original&quot; Sauce Master,"Norpro sauce master the only strainer you'll need for vegetables, fruits, and purees. This multi-use strainer forces food through a chrome plated steel screen, automatically separating the juice and pulp in one easy operation. Includes recipe and instruction booklet. Hopper size: 8-inch diameter by 3-inch deep. Hand wash only do not put in dishwasher. 3 quarts/95oz capacity. Additional screens available separately ( 1953, 1954, and 1954SS )",what happens to the tomato peels,-5,s
B00318UXY6,Peak PKC0JH 12 Volt 6&quot; Clip-on Fan,"Peak 12V 6"" Clip-on Fan makes you stay cool in the car with this easy to use clip on 12V powered fan. This 6 inches unit clips on the dashboard and plugs into your accessory outlet and gives you plenty of output. Use in the back of the vehicle or the front to keep the air moving for additional cooling or warming.",how long is the power cord?,-5,g
B000K1IYRA,World Marketing Pelonis ClassicCeramic Furnace,"For the ultimate in heating comfort, these innovative honeycomb disc furnaces provide the best combination of power, safety, and energy efficiency. Models include 5 disc units for quiet operation, electronic temperature controls, LED room temperature displays, overheat safety system, and fan accessories for spring/summer use. They are the safest, most powerful, and most energy efficient portable heaters available anywhere.",what is the actual highest degrees in temperature it will get?,-5,s
B007ZF638G,"simplehuman Wall Mount Grocery Bag Dispenser, Brushed Stainless Steel","Mount this simplehuman grocery bag dispenser on a wall or inside a shelf for convenient, easy access. Stores 30 plastic grocery bags.  Simply tuck them into the top opening, and pull them out from the wide dispensing area on the front of the holder. Durable stainless steel construction. Screws and double-sided tape included.",which are the size of grocery bag dispenser?,-5,s
B000GBYA8Q,Fox Run Brands Mesh Food Cover,"This chrome mesh food cover is just what you need if you enjoy outdoor dining. Keep the bugs off your food.  It fits plates and bowls up to 11.5 inches in diameter. Measures 11.75 inches diam., 5 inches high.",is it stainless steel?,2,g
B005E0PLPU,"8pc Unbreakable Clear Tritan Plastic Cup Tumblers, four 14-ounce rocks and four 18-ounce water",Set includes four 14-ounce rocks tumblers and four 18-ounce water tumblers. The crystal-clear design makes them look like glass but they are made of unbreakable Tritan material. Their versatility will compliment any table setting. Elegant for formal dinner parties and casual for everyday use. Great for backyard and poolside parties. Does not break when dropped! Top rack dishwasher safe. BPA-free. Made in USA.,are they stackable,-5,s
B002F84M2W,"SEASHELL AND SEAHORSE RESIN TOILET SEAT - STANDARD SIZE, BLUE","Standard size heavy duty resin toilet seat with chrome hinges. The small seashells are real, the large shell and seahorse are not real.",what are the dimensions of this item?,1,g
B001AZIM68,Oggi Stainless Steel Roll Top Bread Box with Tempered Glass Lid,"With innovative designs and contemporary finishes, Oggi&#x2019;s kitchen and bath wares are truly tomorrow&#x2019;s housewares .Oggi&#x2019;s Stainless Steel Roll Top Bread Box with Tempered Glass Lid is no exception. This heavy duty stainless steel bread box is not only attractive, but it is also practical. Keeps bread and crumbs isolated and fresh. Stainless steel construction and tempered glass lid ensures durability. Measures 15-1/4-inch long x 9-1/2-inch in height.",there are three sizes &amp; three measurements for each - are they all width x depth x height,2,g
B007J0EAD2,"TMS Valencia Baker's Rack, Black",Update the look of your kitchen with this stylish versatile designed Baker's Rack. The Baker's Rack offers four shelfs for you to dress up with your kitchen items and a wine bottle shelf. Constructed of engineered wood and metal. The measurements are 16.5-inch deep by 25-inch wide by 66-inch high. Requires some assembly.,how far above the floor is the bottom shelf?,4,s
B005W4OG2W,Libbey Glass 24 Oz. Hydration Decanter Carafe Bottle w/ Glass Lid - Straight Cylinder,"This libbey 22 oz. glass hydration bottle stylishly shows off juices, cereals, and water. With a slim, elegant design, this hydration bottle has dozen of uses. It features a wide opening for easy filling and cleaning.",is it made in china,-5,g
B004FLK0IW,"Big Boss 700-Watt, 18,000 RPM Juicer, Black","Make fresh juices, homemade soups, baby food, easy sauces, and many  other quick, tasty foods with the Big Boss Juicer. This powerful kitchen  appliance features a large feeder tube that lets you juice whole fruits  without cutting them first, and it comes with a pusher that keeps your  hands safe. An included pulp collector saves the pulp from your fruits,  so you can customize your juice's pulp level. The juicer also features  dishwasher-safe parts that make it easy to clean.",do you have to peel oranges before juicing?,-5,s
